,X,Bay,Date,Year,Tow,Towindex,Station,Temp,SAL,DO.mg.L,distswept,NumCaught,jday,cpT,avl,minl,maxl,sdl,area,cpue,efoff,rcpT,AvDepth,std_cpue,Pres,dayl
309,342,Moriches,2011-07-26,2011,5,33,NA,24.1,28.3,6.54,201.2,0,207,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.54967393
310,343,Moriches,2011-07-26,2011,6,34,NA,24,28.2,5.76,201.2,0,207,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.54967393
311,344,Moriches,2011-07-26,2011,7,35,NA,24.1,28.3,5.68,201.2,1,207,1.023099599,92,92,92,NA,201.2,0.005072103,5.304299438,1,NA,5,1,14.54967393
312,345,Moriches,2011-07-26,2011,8,36,NA,24.1,28.2,6.26,201.2,0,207,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.54967393
313,346,Moriches,2011-07-26,2011,9,37,NA,24.2,28.4,6.46,201.2,0,207,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.54967393
314,347,Moriches,2011-07-26,2011,10,38,NA,24.4,28.4,5.99,201.2,2,207,2.785674181,55.94945358,42,78,25.45584412,201.2,0.013750329,5.304299438,3,NA,14,1,14.54967393
315,348,Moriches,2011-08-09,2011,1,39,NA,23.2,28.2,6.95,201.2,0,221,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.0778581
316,349,Moriches,2011-08-09,2011,2,40,NA,24.3,27.4,7.07,201.2,1,221,1.01607442,96,96,96,NA,201.2,0.005037363,5.304299438,1,NA,5,1,14.0778581
317,350,Moriches,2011-08-09,2011,3,41,NA,22.3,28.5,7.83,201.2,1,221,1.079406463,78,78,78,NA,201.2,0.005350504,5.304299438,1,NA,5,1,14.0778581
318,351,Moriches,2011-08-09,2011,4,42,NA,23.7,28,5.25,201.2,2,221,2.038822028,94.95953719,90,100,7.071067812,201.2,0.010082313,5.304299438,2,NA,10,1,14.0778581
319,352,Moriches,2011-08-09,2011,5,43,NA,21,28.9,8.27,201.2,1,221,1.030258401,89,89,89,NA,201.2,0.005107503,5.304299438,1,NA,5,1,14.0778581
320,353,Moriches,2011-08-09,2011,6,44,NA,22.4,28.5,5.86,201.2,3,221,3.08885096,92.17391777,83,105,11.37248141,201.2,0.01523549,5.304299438,3,NA,15,1,14.0778581
321,354,Moriches,2011-08-09,2011,7,45,NA,22,28.8,8.61,201.2,1,221,1.061355468,81,81,81,NA,201.2,0.005261262,5.304299438,1,NA,5,1,14.0778581
322,355,Moriches,2011-08-09,2011,8,46,NA,23,28.1,7.97,201.2,0,221,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.0778581
323,356,Moriches,2011-08-09,2011,9,47,NA,22.9,28.5,8.87,201.2,0,221,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.0778581
324,357,Moriches,2011-08-09,2011,10,48,NA,22.8,27.3,8.86,201.2,0,221,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.0778581
325,358,Moriches,2011-08-23,2011,1,49,NA,25.3,22.9,6.33,201.2,0,235,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.52666661
326,359,Moriches,2011-08-23,2011,2,50,NA,24.9,25.8,2.22,201.2,0,235,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.52666661
327,360,Moriches,2011-08-23,2011,3,51,NA,25,25.7,0.21,201.2,0,235,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.52666661
328,361,Moriches,2011-08-23,2011,4,52,NA,24.8,26.1,5.25,201.2,0,235,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.52666661
329,362,Moriches,2011-08-23,2011,5,53,NA,24.8,25.5,6.44,201.2,0,235,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.52666661
330,363,Moriches,2011-08-23,2011,6,54,NA,24.6,27,6.71,201.2,0,235,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.52666661
331,364,Moriches,2011-08-23,2011,7,55,NA,25,25.4,6.65,201.2,0,235,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.52666661
332,365,Moriches,2011-08-23,2011,8,56,NA,25.1,24.6,6.59,201.2,0,235,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.52666661
333,366,Moriches,2011-08-23,2011,9,57,NA,25.1,26.8,6.14,201.2,0,235,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.52666661
334,367,Moriches,2011-08-23,2011,10,58,NA,24.7,26.6,6.69,201.2,0,235,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,13.52666661
335,368,Moriches,2011-09-16,2011,1,59,NA,22.7,25.6,6.29,134.1,0,259,0,NA,NA,NA,NA,134.1,0,4.89858579,0,NA,0,0,12.48836242
336,369,Moriches,2011-09-16,2011,2,60,NA,22.7,25.5,6.43,147.5,0,259,0,NA,NA,NA,NA,147.5,0,4.993828176,0,NA,0,0,12.48836242
337,370,Moriches,2011-09-16,2011,3,61,NA,22.8,25.4,6.46,160.9,0,259,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,12.48836242
338,371,Moriches,2011-09-16,2011,4,62,NA,22.8,27.9,6.64,160.9,0,259,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,12.48836242
339,372,Moriches,2011-09-16,2011,5,63,NA,22.8,28,6.56,160.9,0,259,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,12.48836242
340,373,Moriches,2011-09-16,2011,6,64,NA,22.5,28.6,6.42,160.9,0,259,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,12.48836242
341,374,Moriches,2011-09-16,2011,7,65,NA,22.6,28.6,6.71,160.9,0,259,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,12.48836242
342,375,Moriches,2011-09-16,2011,8,66,NA,22.4,28.7,6.94,160.9,0,259,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,12.48836242
343,376,Moriches,2011-09-16,2011,9,67,NA,23,28.2,7.82,160.9,0,259,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,12.48836242
344,377,Moriches,2011-09-16,2011,10,68,NA,23,28.6,7.5,160.9,0,259,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,12.48836242
345,378,Napeague,2010-06-18,2010,1,1,38,20,27.6,8.19,201.2,0,169,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,15.0903957
346,379,Napeague,2010-06-18,2010,2,2,38,20.4,27.9,8.7,201.2,0,169,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,15.0903957
347,380,Napeague,2010-06-18,2010,3,3,29,21,27.6,8.36,221.3,2,169,2.816893358,55.49603636,55,56,0.707106781,221.3,0.012648514,5.399519247,3,NA,13,1,15.0903957
348,381,Napeague,2010-06-18,2010,4,4,33,21.2,28,7.6,201.2,25,169,42.82385075,43.9176621,35,59,6.524863689,201.2,0.192966531,5.304299438,43,NA,193,1,15.0903957
349,382,Napeague,2010-06-18,2010,5,5,35,21.6,27.7,8.69,201.2,29,169,46.73955233,45.86291257,36,55,5.533373889,201.2,0.208885538,5.304299438,47,NA,209,1,15.0903957
350,383,Napeague,2010-06-18,2010,6,6,32,21.6,27.8,8.52,201.2,84,169,143.1203513,41.13082046,26,55,5.918115949,201.2,0.53727304,5.304299438,143,NA,537,1,15.0903957
351,384,Napeague,2010-06-18,2010,7,7,28,21.4,27,8.02,201.2,40,169,69.51749872,39.49821874,30,50,5.077602907,201.2,0.296776399,5.304299438,70,NA,297,1,15.0903957
352,385,Napeague,2010-06-18,2010,8,8,7,22.6,27.6,8.85,201.2,10,169,15.03661213,50.61708624,40,64,7.791733511,201.2,0.072073796,5.304299438,15,NA,72,1,15.0903957
353,386,Napeague,2010-06-18,2010,9,9,NS,23.3,27.8,9.3,201.2,14,169,21.63036842,48.27541966,32,63,8.429409532,201.2,0.102111364,5.304299438,22,NA,102,1,15.0903957
354,388,Napeague,2010-07-09,2010,1,11,29,24.7,28.3,6.64,201.2,1,190,1.579981685,48,48,48,NA,201.2,0.007822119,5.304299438,2,NA,8,1,14.9529041
355,389,Napeague,2010-07-09,2010,2,12,NS,28.1,28.9,4.68,201.2,0,190,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.9529041
356,390,Napeague,2010-07-09,2010,3,13,1,26.1,28.6,7.13,201.2,0,190,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.9529041
357,391,Napeague,2010-07-09,2010,4,14,7,25.7,28.6,8.02,268.2,0,190,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.9529041
358,392,Napeague,2010-07-09,2010,6,15,35,26.1,28.4,6.96,201.2,101,190,164.1618357,45.67711954,34,74,7.670637008,201.2,0.596588755,5.304299438,164,NA,597,1,14.9529041
359,393,Napeague,2010-07-09,2010,7,16,36,26.4,28.6,7.85,201.2,1,190,1.312908509,60,60,60,NA,201.2,0.006504192,5.304299438,1,NA,7,1,14.9529041
360,394,Napeague,2010-07-09,2010,8,17,NS,26.2,28.5,7.2,174.3,0,190,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,14.9529041
361,395,Napeague,2010-07-09,2010,9,18,NS,27.3,28.6,8.1,201.2,0,190,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.9529041
362,396,Napeague,2010-07-09,2010,10,19,19,27.4,28.6,8.63,201.2,0,190,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.9529041
363,397,Napeague,2010-07-09,2010,11,20,16,24.4,28.6,7.36,201.2,0,190,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.9529041
364,398,Napeague,2010-07-23,2010,1,21,37,23.7,30.1,7.08,0,0,204,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.63638174
365,399,Napeague,2010-07-23,2010,2,22,33,23.7,29.9,7.6,0,0,204,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.63638174
366,400,Napeague,2010-07-23,2010,3,23,28,24.4,29.8,6.45,0,2,204,3.151916183,47.64854878,43,53,7.071067812,187.8,0.016644082,5.235377567,3,NA,17,1,14.63638174
367,401,Napeague,2010-07-23,2010,4,24,14,24.1,29.9,7.31,0,0,204,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,14.63638174
368,402,Napeague,2010-07-23,2010,5,25,8,24.6,29.9,8.46,0,0,204,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.63638174
369,403,Napeague,2010-07-23,2010,6,26,NS,24.7,29.9,8.28,0,0,204,0,NA,NA,NA,NA,362.1,0,5.891920417,0,NA,0,0,14.63638174
370,404,Napeague,2010-07-23,2010,7,27,1,24.7,29.9,8.35,0,0,204,0,NA,NA,NA,NA,160.9,0,5.080783054,0,NA,0,0,14.63638174
371,405,Napeague,2010-07-23,2010,8,28,NS,25.4,29.7,7.06,0,1,204,1.222917267,65,65,65,NA,201.2,0.00605972,5.304299438,1,NA,6,1,14.63638174
372,406,Napeague,2010-07-23,2010,9,29,19,24.7,29.9,8.56,0,0,204,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.63638174
373,407,Napeague,2010-07-23,2010,10,30,29,24.7,29.8,8.62,0,0,204,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.63638174
374,410,Napeague,2010-08-06,2010,1,33,38,25.2,29,6.3,268.2,0,218,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.18700688
375,411,Napeague,2010-08-06,2010,2,34,NS,25.7,28.8,5.99,268.2,3,218,3.901522319,60.69076205,55,66,5.567764363,268.2,0.01444227,5.591732971,4,NA,14,1,14.18700688
376,412,Napeague,2010-08-06,2010,3,35,34,25.2,28.9,6.11,268.2,1,218,1.666511679,44,44,44,NA,268.2,0.006194465,5.591732971,2,NA,6,1,14.18700688
377,413,Napeague,2010-08-06,2010,4,36,31,25.9,28.6,6.4,268.2,0,218,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.18700688
378,414,Napeague,2010-08-06,2010,5,37,21,26.6,29,7.6,268.2,0,218,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.18700688
379,415,Napeague,2010-08-06,2010,6,38,8,26.7,29,7.49,268.2,0,218,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.18700688
380,416,Napeague,2010-08-06,2010,7,39,NS,27.5,28.8,6.6,268.2,0,218,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.18700688
381,417,Napeague,2010-08-06,2010,8,40,NS,28.5,28.8,6.82,268.2,0,218,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.18700688
382,418,Napeague,2010-08-06,2010,9,41,1,28.7,28.5,7.1,268.2,0,218,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.18700688
383,419,Napeague,2010-08-06,2010,10,42,18,28.3,28.5,8.72,268.2,0,218,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,14.18700688
384,420,Napeague,2010-08-19,2010,1,43,NS,23.2,29.5,7.08,214.6,0,231,0,NA,NA,NA,NA,214.6,0,5.36877583,0,NA,0,0,13.6900707
385,421,Napeague,2010-08-19,2010,2,44,36,23.5,29.3,7.4,187.8,5,231,7.051632912,54.70914752,40,72,11.67047557,187.8,0.036860845,5.235377567,7,NA,37,1,13.6900707
386,422,Napeague,2010-08-19,2010,3,45,37,23.4,29.2,7.54,187.8,8,231,10.24200703,62.24768039,52,76,8.903249808,187.8,0.053101598,5.235377567,10,NA,53,1,13.6900707
387,423,Napeague,2010-08-19,2010,4,46,28,24.1,28.9,7.83,187.8,0,231,0,NA,NA,NA,NA,187.8,0,5.235377567,0,NA,0,0,13.6900707
388,424,Napeague,2010-08-19,2010,5,47,16,23.8,29.2,7.9,187.8,1,231,1.239338748,64,64,64,NA,187.8,0.006577568,5.235377567,1,NA,7,1,13.6900707
389,425,Napeague,2010-08-19,2010,6,48,5,24.5,29.3,7.36,187.8,1,231,1.239338748,64,64,64,NA,187.8,0.006577568,5.235377567,1,NA,7,1,13.6900707
390,426,Napeague,2010-08-19,2010,7,49,NS,25.5,28.9,7.29,187.8,0,231,0,NA,NA,NA,NA,187.8,0,5.235377567,0,NA,0,0,13.6900707
391,427,Napeague,2010-08-19,2010,8,50,2,24.8,29,8.41,187.8,0,231,0,NA,NA,NA,NA,187.8,0,5.235377567,0,NA,0,0,13.6900707
392,428,Napeague,2010-08-19,2010,9,51,18,24.6,28.7,7.96,187.8,0,231,0,NA,NA,NA,NA,187.8,0,5.235377567,0,NA,0,0,13.6900707
393,429,Napeague,2010-08-19,2010,10,52,29,24.1,28.9,8.44,187.8,0,231,0,NA,NA,NA,NA,187.8,0,5.235377567,0,NA,0,0,13.6900707
394,430,Napeague,2010-09-02,2010,1,53,38,25.7,29.5,6.9,268.2,0,245,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.10343379
395,431,Napeague,2010-09-02,2010,2,54,36,26.3,29.2,8.28,268.2,3,245,3.879002711,62.45132452,54,81,14.79864859,268.2,0.014359504,5.591732971,4,NA,14,1,13.10343379
396,432,Napeague,2010-09-02,2010,3,55,33,25.8,29.2,7.53,268.2,0,245,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.10343379
397,433,Napeague,2010-09-02,2010,4,56,35,26.9,29.4,7.44,268.2,1,245,1.094015457,76,76,76,NA,268.2,0.004070806,5.591732971,1,NA,4,1,13.10343379
398,434,Napeague,2010-09-02,2010,5,57,28,26.7,29.3,7.86,268.2,0,245,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.10343379
399,435,Napeague,2010-09-02,2010,6,58,8,26.5,29.4,8.24,268.2,1,245,1.222917267,65,65,65,NA,268.2,0.004549357,5.591732971,1,NA,5,1,13.10343379
400,436,Napeague,2010-09-02,2010,7,59,NS,27.4,29.6,7.84,268.2,0,245,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.10343379
401,437,Napeague,2010-09-02,2010,8,60,1,27.6,29.5,7.79,268.2,0,245,0,NA,NA,NA,NA,268.2,0,5.591732971,0,NA,0,0,13.10343379
402,438,Napeague,2010-09-14,2010,1,61,37,21.6,29,6.91,268.2,5,257,6.617828491,59.8782253,52,76,9.654014709,268.2,0.024375465,5.591732971,7,NA,24,1,12.57724379
403,439,Napeague,2010-09-14,2010,2,62,35,21.7,28.8,7.13,174.3,7,257,8.568394262,65.45202412,58,79,6.669047194,174.3,0.047988785,5.160777953,9,NA,48,1,12.57724379
404,440,Napeague,2010-09-14,2010,3,63,28,21.9,28.4,7.24,174.3,5,257,5.504924589,76.15965971,70,85,6.730527468,174.3,0.031094558,5.160777953,6,NA,31,1,12.57724379
405,441,Napeague,2010-09-14,2010,4,64,23,22,28.5,7.54,174.3,0,257,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,12.57724379
406,442,Napeague,2010-09-14,2010,5,65,10,22,28.4,7.35,174.3,1,257,1.534401164,50,50,50,NA,174.3,0.008764697,5.160777953,2,NA,9,1,12.57724379
407,443,Napeague,2010-09-14,2010,6,66,8,22.3,28.6,7.62,187.8,0,257,0,NA,NA,NA,NA,187.8,0,5.235377567,0,NA,0,0,12.57724379
408,444,Napeague,2010-09-14,2010,7,67,18,22.5,28.8,8.02,187.8,1,257,1.061355468,81,81,81,NA,187.8,0.00563561,5.235377567,1,NA,6,1,12.57724379
409,445,Napeague,2010-09-14,2010,8,68,29,22.5,28.8,7.41,187.8,1,257,1.192534974,67,67,67,NA,187.8,0.00632995,5.235377567,1,NA,6,1,12.57724379
410,446,Napeague,2010-09-14,2010,9,69,29,22.3,28.8,7.3,187.8,3,257,3.723134934,64.51327173,55,74,9.609023537,187.8,0.019631044,5.235377567,4,NA,20,1,12.57724379
411,447,Napeague,2010-09-14,2010,10,70,NS- 1 sta W of 29,22.8,29,8.18,187.8,5,257,6.288026552,63.58630134,58,78,8.378544026,187.8,0.032934234,5.235377567,6,NA,33,1,12.57724379
412,448,Napeague,2010-10-08,2010,1,71,38,17.1,29.7,7.64,201.2,1,281,1.274595083,62,62,62,NA,201.2,0.006314984,5.304299438,1,NA,6,1,11.5058735
413,449,Napeague,2010-10-08,2010,2,72,NS- 1 sta W of 36,17.2,30.1,7.53,201.2,0,281,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,11.5058735
414,450,Napeague,2010-10-08,2010,3,73,36,17.6,29.9,7.31,201.2,0,281,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,11.5058735
415,451,Napeague,2010-10-08,2010,4,74,32,17.3,29.7,8.06,201.2,5,281,4.451344842,79.64700856,59,99,16.93861466,201.2,0.021882796,5.304299438,4,NA,22,1,11.5058735
416,452,Napeague,2010-10-08,2010,5,75,27,17,29.7,7.68,201.2,2,281,2.142674736,79.4647764,77,82,3.535533906,201.2,0.010593171,5.304299438,2,NA,11,1,11.5058735
417,453,Napeague,2010-10-08,2010,6,76,7,16.5,29.7,7.8,201.2,5,281,5.277046229,82.91354265,78,91,5.244044241,201.2,0.025889812,5.304299438,5,NA,26,1,11.5058735
418,454,Napeague,2010-10-08,2010,7,77,NS- SW of 1,16.9,29.6,8.15,201.2,6,281,6.696556643,74.47627207,63,82,6.67582704,201.2,0.032741194,5.304299438,7,NA,33,1,11.5058735
419,455,Napeague,2010-10-08,2010,8,78,NS- 1 sta S of 1,17,29.5,8.37,201.2,7,281,7.35247051,86.25426501,73,99,9.761440175,201.2,0.035891228,5.304299438,7,NA,36,1,11.5058735
420,456,Napeague,2010-10-08,2010,9,79,4,17.1,29.3,8.45,201.2,0,281,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,11.5058735
421,457,Napeague,2010-10-08,2010,10,80,18,17.6,29.9,8.01,201.2,2,281,2.272430554,74.91087395,64,88,16.97056275,201.2,0.011231081,5.304299438,2,NA,11,1,11.5058735
422,466,Shinnecock,2010-06-10,2010,1,9,1,20.3,25.1,8.77,321.9,11,161,17.93494628,43.61957205,32,56,9.646478397,321.9,0.054219109,5.774240938,18,NA,54,1,15.02500889
423,467,Shinnecock,2010-06-10,2010,2,10,4,20,26.1,7.23,348.7,0,161,0,NA,NA,NA,NA,348.7,0,5.854211954,0,NA,0,0,15.02500889
424,468,Shinnecock,2010-06-10,2010,3,11,5,20.2,26.2,8.65,295,6,161,9.929736591,43.0175511,31,52,8.310635756,295,0.033106022,5.686975356,10,NA,33,1,15.02500889
425,469,Shinnecock,2010-06-10,2010,4,12,6,20.5,26,8.31,348.7,4,161,6.89196939,40.15867766,35,49,6.454972244,348.7,0.019571966,5.854211954,7,NA,20,1,15.02500889
426,470,Shinnecock,2010-06-10,2010,5,13,7,20.6,25.5,8.3,321.9,4,161,6.332116634,46.58966715,35,54,8.421203398,321.9,0.019480092,5.774240938,6,NA,19,1,15.02500889
427,471,Shinnecock,2010-06-10,2010,6,14,11,20.5,25.9,8.44,308.5,0,161,0,NA,NA,NA,NA,308.5,0,5.731721843,0,NA,0,0,15.02500889
428,472,Shinnecock,2010-06-10,2010,7,15,13,20.4,26.2,7.8,348.7,0,161,0,NA,NA,NA,NA,348.7,0,5.854211954,0,NA,0,0,15.02500889
429,473,Shinnecock,2010-06-10,2010,8,16,13,20.3,26.1,7.63,295,0,161,0,NA,NA,NA,NA,295,0,5.686975356,0,NA,0,0,15.02500889
430,474,Shinnecock,2010-06-10,2010,9,17,9,20.1,26.3,7.72,348.7,0,161,0,NA,NA,NA,NA,348.7,0,5.854211954,0,NA,0,0,15.02500889
431,475,Shinnecock,2010-06-10,2010,10,18,6,20.4,26.3,8.48,375.5,1,161,1.821184158,35,35,35,NA,375.5,0.004838301,5.928258471,2,NA,5,1,15.02500889
432,476,Shinnecock,2010-06-28,2010,1,19,1,22.2,28.9,15.47,201.2,13,179,18.97317431,52.86577567,45,62,6.09013494,201.2,0.090114954,5.304299438,19,NA,90,1,15.08013172
433,477,Shinnecock,2010-06-28,2010,2,20,3,22,28.8,15.01,201.2,9,179,14.11428789,47.94680697,39,57,5.61248608,201.2,0.067799327,5.304299438,14,NA,68,1,15.08013172
434,478,Shinnecock,2010-06-28,2010,3,21,5,24.2,28.7,13.63,201.2,36,179,52.98239208,52.14859411,40,65,7.059553923,201.2,0.23375265,5.304299438,53,NA,234,1,15.08013172
435,479,Shinnecock,2010-06-28,2010,4,22,6,23.9,28.9,10.95,201.2,2,179,2.58981651,61.0651792,56,67,7.778174593,201.2,0.012789713,5.304299438,3,NA,13,1,15.08013172
436,480,Shinnecock,2010-06-28,2010,5,23,7,24.7,29.1,11.41,201.2,3,179,4.60305742,49.99001362,49,51,1,201.2,0.022620241,5.304299438,5,NA,23,1,15.08013172
437,481,Shinnecock,2010-06-28,2010,6,24,7,23.6,29.1,10.24,201.2,4,179,5.87341539,52.30356078,44,66,9.42956344,201.2,0.028773956,5.304299438,6,NA,29,1,15.08013172
438,482,Shinnecock,2010-06-28,2010,7,25,9,23.2,29.1,11.38,201.2,1,179,1.239338748,64,64,64,NA,201.2,0.006140842,5.304299438,1,NA,6,1,15.08013172
439,483,Shinnecock,2010-06-28,2010,8,26,11,24.3,29.1,10.57,201.2,2,179,2.385815001,68.54434369,60,79,13.43502884,201.2,0.011788173,5.304299438,2,NA,12,1,15.08013172
440,484,Shinnecock,2010-06-28,2010,9,27,13,23.5,29.2,10.92,201.2,6,179,9.17979505,49.84530386,45,58,5.115336418,201.2,0.044615007,5.304299438,9,NA,45,1,15.08013172
441,485,Shinnecock,2010-06-28,2010,10,28,8,23.2,29.2,11.46,201.2,0,179,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,15.08013172
442,486,Shinnecock,2010-07-14,2010,1,29,3,23.1,29.1,8.32,201.2,4,195,4.767136367,69.38464429,60,89,13.47837775,201.2,0.023417186,5.304299438,5,NA,23,1,14.85802232
443,487,Shinnecock,2010-07-14,2010,2,30,5,25.7,28,15.04,201.2,21,195,29.91541202,54.43187558,44,67,7.608579118,201.2,0.138617767,5.304299438,30,NA,139,1,14.85802232
444,488,Shinnecock,2010-07-14,2010,3,31,6,25.7,28.2,14.85,201.2,6,195,9.180479663,50.06535747,46,54,2.857738033,201.2,0.044618261,5.304299438,9,NA,45,1,14.85802232
445,489,Shinnecock,2010-07-14,2010,4,32,9,25.3,28.4,11.27,201.2,14,195,18.72107099,58.73992813,45,72,8.471023655,201.2,0.088969276,5.304299438,19,NA,89,1,14.85802232
446,490,Shinnecock,2010-07-14,2010,5,33,NS,26.6,27.7,10.51,201.2,15,195,18.02052879,61.34782713,39,75,10.1331791,201.2,0.085778766,5.304299438,18,NA,86,1,14.85802232
447,491,Shinnecock,2010-07-14,2010,6,34,14,24.6,28.8,13.88,201.2,1,195,1.534401164,50,50,50,NA,201.2,0.007597316,5.304299438,2,NA,8,1,14.85802232
448,492,Shinnecock,2010-07-14,2010,7,35,13,27.1,27.6,9.53,201.2,3,195,3.534884788,68.80019287,60,74,8.082903769,201.2,0.017416459,5.304299438,4,NA,17,1,14.85802232
449,493,Shinnecock,2010-07-14,2010,8,36,15,26.8,28.2,15.68,201.2,7,195,8.562095845,65.65285413,58,80,7.425823668,201.2,0.041674573,5.304299438,9,NA,42,1,14.85802232
450,494,Shinnecock,2010-07-14,2010,9,37,19,27.1,28.8,9.88,201.2,2,195,2.567373565,62.44474124,53,75,15.55634919,201.2,0.012679579,5.304299438,3,NA,13,1,14.85802232
451,495,Shinnecock,2010-07-14,2010,10,38,20,26.1,28.2,10.03,201.2,4,195,4.912388064,65.34484899,57,75,8.406346809,201.2,0.024122155,5.304299438,5,NA,24,1,14.85802232
452,497,Shinnecock,2010-07-27,2010,2,40,6,24.6,29.8,13.8,201.2,6,208,7.318425994,65.83748829,55,75,7.867655305,201.2,0.035727973,5.304299438,7,NA,36,1,14.51949575
453,498,Shinnecock,2010-07-27,2010,3,41,8,25.3,29.5,12.57,174.3,1,208,1.534401164,50,50,50,NA,174.3,0.008764697,5.160777953,2,NA,9,1,14.51949575
454,499,Shinnecock,2010-07-27,2010,4,42,9,22.5,30.1,11.28,201.2,0,208,0,NA,NA,NA,NA,201.2,0,5.304299438,0,NA,0,0,14.51949575
455,500,Shinnecock,2010-07-27,2010,5,43,9,25.7,29.5,12.21,174.3,2,208,2.42690384,68.26532201,57,83,18.38477631,174.3,0.013827672,5.160777953,2,NA,14,1,14.51949575
456,501,Shinnecock,2010-07-27,2010,6,44,12,24,29.8,9.95,174.3,0,208,0,NA,NA,NA,NA,174.3,0,5.160777953,0,NA,0,0,14.51949575
457,502,Shinnecock,2010-07-27,2010,7,45,13,25,30.2,14.68,201.2,17,208,19.42879854,73.17455011,58,92,10.55343546,201.2,0.092182206,5.304299438,19,NA,92,1,14.51949575
458,503,Shinnecock,2010-07-27,2010,8,46,18,23.7,29.7,9.49,174.3,2,208,2.515182712,64.66429972,54,79,17.67766953,174.3,0.014327069,5.160777953,3,NA,14,1,14.51949575
459,504,Shinnecock,2010-07-27,2010,9,47,17,25.3,30.2,12.64,174.3,7,208,8.150687624,69.40676561,64,77,4.353433237,174.3,0.045701979,5.160777953,8,NA,46,1,14.51949575
460,505,Shinnecock,2010-07-27,2010,10,48,18,22.2,30.1,10.17,174.3,1,208,1.706267717,42,42,42,NA,174.3,0.009741654,5.160777953,2,NA,10,1,14.51949575
