,Bay,Date,Year,Tow,Towindex,Station,StartLAT,StartLON,Temp,SAL,DO.mg.L,Bottom.type,distswept,NumCaught,jday,cpT,avl,minl,maxl,sdl,area,cpue,efoff,rcpT,AvDepth,EndLAT,EndLON,NumKept
727,Shinnecock,2016-07-13,2016,,84,28,40.869,-72.488,22.8,30.56,7.48,,452.1344631,0,195,0,,,,,452.1344631,0,6.11397962,0,1.4478,40.865,-72.489,0
728,Shinnecock,2016-07-13,2016,,85,8,40.867,-72.49,22.7,30.58,7.38,,343.6554058,8,195,11.05931715,56.61399835,44,77,10.52123703,343.6554058,0.031674441,5.839639428,11,1.40208,40.864,-72.491,5
729,Shinnecock,2016-07-13,2016,,86,10,40.865,-72.489,22.2,31.05,6.22,,278.8562813,40,195,54.8095057,57.52631451,38,86,13.83137923,278.8562813,0.179443326,5.630696528,55,1.93548,40.863,-72.491,8
730,Shinnecock,2016-07-13,2016,,87,23,40.86,-72.492,22.1,31.04,6.9,,237.5675695,17,195,26.18651504,49.02762735,38,73,8.656432494,237.5675695,0.104565085,5.470452086,26,1.87452,40.858,-72.493,5
731,Shinnecock,2016-07-13,2016,,88,16,40.86,-72.493,22.1,31.05,7.34,,336.6147052,19,195,27.8572794,52.45665114,39,80,11.89722067,336.6147052,0.07951072,5.818938968,28,1.73736,40.858,-72.496,0
732,Shinnecock,2016-07-13,2016,,89,18,40.858,-72.496,22.1,31.22,7.05,,418.3013277,3,195,4.48731656,50.96170861,45,64,10.44030651,418.3013277,0.010670343,6.036202052,4,1.34112,40.855,-72.499,0
733,Shinnecock,2016-07-13,2016,,90,21,40.856,-72.494,21.6,31.14,6.99,,336.6260365,18,195,28.97957286,45.91994364,36,67,6.913328984,336.6260365,0.082582552,5.81897263,29,1.55448,40.854,-72.497,0
734,Shinnecock,2016-07-21,2016,,91,21,40.854,-72.497,22.6,30.96,7.84,,418.3035817,0,203,0,,,,,418.3035817,0,6.036207441,0,1.88976,40.857,-72.494,0
735,Shinnecock,2016-07-21,2016,,92,22,40.855,-72.496,22.9,30.33,8.35,,373.4017736,1,203,1.312908509,60,60,60,,373.4017736,0.003509908,5.922654981,1,1.93548,40.858,-72.494,1
736,Shinnecock,2016-07-21,2016,,93,14,40.859,-72.496,21.7,31.06,8.37,,373.3973994,2,203,2.718253051,58.07410167,46,76,21.21320344,373.3973994,0.007253416,5.922643267,3,1.47828,40.862,-72.494,2
737,Shinnecock,2016-07-21,2016,,94,24,40.859,-72.492,21.7,31.09,7.76,,444.2048883,1,203,1.130583272,72,72,72,,444.2048883,0.002541951,6.096285916,1,1.92024,40.863,-72.492,1
738,Shinnecock,2016-07-21,2016,,95,25,40.861,-72.491,21.4,31.1,7.84,,237.5663278,2,203,2.431873722,65.47113104,64,67,2.121320344,237.5663278,0.01018457,5.470446859,2,2.04216,40.863,-72.49,2
739,Shinnecock,2016-07-21,2016,,96,10,40.862,-72.49,22.2,31.12,7.65,,444.20512,5,203,5.860662731,69.55759087,55,77,8.876936408,444.20512,0.013107318,6.096286438,6,1.9812,40.866,-72.49,5
740,Shinnecock,2016-07-21,2016,,97,28,40.866,-72.489,22.6,30.82,7.94,,343.6548959,0,203,0,,,,,343.6548959,0,5.839637944,0,1.99644,40.869,-72.488,0
741,Shinnecock,2016-07-21,2016,,98,30,40.868,-72.488,22,30.88,8.58,,333.1541587,0,203,0,,,,,333.1541587,0,5.808605322,0,1.93548,40.871,-72.488,0
742,Shinnecock,2016-07-21,2016,,99,5,40.868,-72.49,25.6,30.36,9.97,,343.6543861,7,203,10.59685556,50.33853817,40,62,6.542898731,343.6543861,0.030369923,5.839636461,11,1.17348,40.871,-72.489,4
743,Shinnecock,2016-07-21,2016,,100,34,40.871,-72.485,22.6,30.77,8.22,,373.3842761,1,203,1.120442198,73,73,73,,373.3842761,0.002996282,5.92260812,1,1.905,40.874,-72.487,0
744,Shinnecock,2016-07-28,2016,,101,19,40.854,-72.5,23.6,30.94,8.86,,237.5692251,3,210,3.446173022,70.57698664,68,75,3.785938897,237.5692251,0.014401769,5.470459055,3,1.11252,40.856,-72.499,3
745,Shinnecock,2016-07-28,2016,,102,21,40.853,-72.496,20.6,30.26,8.56,,373.4039606,0,210,0,,,,,373.4039606,0,5.922660838,0,2.34696,40.856,-72.494,0
746,Shinnecock,2016-07-28,2016,,103,15,40.857,-72.499,22.7,31.13,11.06,,418.2968196,1,210,1.033091806,88,88,88,,418.2968196,0.002466713,6.036191275,1,1.76784,40.86,-72.496,1
747,Shinnecock,2016-07-28,2016,,104,14,40.859,-72.495,22.5,31.16,9.32,,475.1334834,1,210,1.02766066,90,90,90,,475.1334834,0.002160553,6.163595782,1,1.8288,40.863,-72.493,0
748,Shinnecock,2016-07-28,2016,,105,24,40.859,-72.493,22.1,31.21,8.96,,373.3973994,1,210,1.256570527,63,63,63,,373.3973994,0.003359587,5.922643267,1,2.65176,40.862,-72.491,1
749,Shinnecock,2016-07-28,2016,,106,9,40.863,-72.493,24.4,30.89,7.93,,278.8562813,4,210,5.847144485,52.92664566,49,60,5.315072906,278.8562813,0.020751499,5.630696528,6,1.40208,40.865,-72.491,2
750,Shinnecock,2016-07-28,2016,,107,27,40.864,-72.488,22.6,31.11,8.12,,343.6554058,22,210,29.64493335,59.63341375,42,94,15.72827988,343.6554058,0.082743866,5.839639428,30,2.8956,40.867,-72.487,5
751,Shinnecock,2016-07-28,2016,,108,29,40.866,-72.487,22.6,31.3,8.4,,278.8517728,4,210,4.629388572,73.28123873,55,90,15.25341492,278.8517728,0.01646531,5.63068036,5,2.94132,40.868,-72.485,0
752,Shinnecock,2016-07-28,2016,,109,28,40.866,-72.489,23.5,31.04,8.06,,373.3897443,7,210,9.171101526,61.00909813,51,80,11.47045895,373.3897443,0.02426495,5.922622765,9,2.98704,40.869,-72.487,2
753,Shinnecock,2016-07-28,2016,,110,2,40.872,-72.488,25.9,30.58,8.1,,343.6533663,11,210,13.66849706,65.34460789,50,90,11.98559742,343.6533663,0.03900346,5.839633493,14,2.84988,40.875,-72.487,5
754,Shinnecock,2016-08-04,2016,,111,2,40.874,-72.489,25.6,29.5,8.62,,343.6536213,0,217,0,,,,,343.6536213,0,5.839634235,0,1.93548,40.871,-72.488,0
755,Shinnecock,2016-08-04,2016,,112,3,40.872,-72.49,26.3,29.4,7.52,,452.1339814,2,217,2.750742045,57,57,57,0,452.1339814,0.006065477,6.113978555,3,1.05156,40.868,-72.491,2
756,Shinnecock,2016-08-04,2016,,113,28,40.867,-72.489,25.5,29.74,7.81,,373.3886507,0,217,0,,,,,373.3886507,0,5.922619836,0,2.10312,40.87,-72.487,0
757,Shinnecock,2016-08-04,2016,,114,31,40.87,-72.486,26.1,29.42,6.98,,278.8487671,0,217,0,,,,,278.8487671,0,5.630669581,0,2.10312,40.868,-72.488,0
758,Shinnecock,2016-08-04,2016,,115,33,40.872,-72.486,26,29.45,7.13,,373.3864634,0,217,0,,,,,373.3864634,0,5.922613978,0,2.07264,40.869,-72.488,0
759,Shinnecock,2016-08-04,2016,,116,8,40.85,-72.49,24.4,30.87,8.21,,1563.834771,6,217,6.47280719,84.13540546,66,115,17.45852227,1563.834771,0.004130518,7.35489627,6,1.26492,40.864,-72.492,6
760,Shinnecock,2016-08-04,2016,,117,26,40.865,-72.488,24,30.33,7.52,,343.6559156,27,217,35.82532742,60.17744964,42,88,13.81470788,343.6559156,0.099164259,5.839640912,36,1.93548,40.862,-72.489,14
761,Shinnecock,2016-08-04,2016,,118,14,40.861,-72.495,25.7,29.86,8.31,,278.8622924,7,217,8.921513737,62.33113844,31,83,20.41591349,278.8622924,0.031491441,5.630718084,9,1.81356,40.859,-72.497,0
762,Shinnecock,2016-08-04,2016,,119,16,40.86,-72.495,25.8,29.88,8.3,,343.6571902,10,217,13.3085091,59.96314872,46,83,12.99615328,343.6571902,0.037995076,5.83964462,13,1.56972,40.857,-72.496,6
763,Shinnecock,2016-08-04,2016,,120,21,40.856,-72.496,24,31.17,8.56,,201.9180492,0,217,0,,,,,201.9180492,0,5.307861918,0,1.66116,40.855,-72.494,0
764,Shinnecock,2016-08-11,2016,,121,22,40.858,-72.495,24.8,30.99,7.33,,475.1376223,0,224,0,,,,,475.1376223,0,6.163604493,0,2.33172,40.854,-72.497,0
765,Shinnecock,2016-08-11,2016,,122,18,40.855,-72.498,24.9,30.96,6.82,,511.176638,0,224,0,,,,,511.176638,0,6.236715202,0,2.25552,40.859,-72.495,0
766,Shinnecock,2016-08-11,2016,,123,17,40.855,-72.5,24.8,31.11,7.92,,475.1367945,0,224,0,,,,,475.1367945,0,6.163602751,0,1.23444,40.859,-72.498,0
767,Shinnecock,2016-08-11,2016,,124,16,40.857,-72.495,25,30.94,6.97,,333.1535213,1,224,1.353959245,58,58,58,,333.1535213,0.004055834,5.808603409,1,2.33172,40.86,-72.495,1
768,Shinnecock,2016-08-11,2016,,125,14,40.859,-72.496,25.2,30.78,7.56,,418.2923114,0,224,0,,,,,418.2923114,0,6.036180498,0,2.19456,40.862,-72.493,0
769,Shinnecock,2016-08-11,2016,,126,13,40.859,-72.498,25.7,30.96,9.26,,373.3973994,1,224,1.110988139,74,74,74,,373.3973994,0.002970933,5.922643267,1,1.26492,40.862,-72.496,1
770,Shinnecock,2016-08-11,2016,,127,7,40.864,-72.493,26.7,30.63,11.15,,475.1293443,1,224,1.293386184,61,61,61,,475.1293443,0.002718479,6.163587071,1,1.20396,40.868,-72.491,0
771,Shinnecock,2016-08-11,2016,,128,3,40.87,-72.49,26.8,29.71,7.69,,343.6538762,3,224,4.534001481,50.78886893,47,56,4.582575695,343.6538762,0.013107235,5.839634977,5,1.24968,40.873,-72.489,3
772,Shinnecock,2016-08-11,2016,,129,32,40.869,-72.489,26.7,29.67,7.42,,452.1338209,0,224,0,,,,,452.1338209,0,6.1139782,0,2.08788,40.873,-72.488,0
773,Shinnecock,2016-08-11,2016,,130,1,40.872,-72.491,27.6,29.6,11.03,,333.1543905,0,224,0,,,,,333.1543905,0,5.808606018,0,1.26492,40.875,-72.491,0
774,Shinnecock,2016-08-18,2016,,131,17,40.855,-72.5,24.1,31.15,6.44,,343.6577,9,231,11.24448362,65.02996733,51,92,12.97219248,343.6577,0.032196109,5.839646104,11,1.20396,40.858,-72.499,9
775,Shinnecock,2016-08-18,2016,,132,15,40.857,-72.498,22.7,31.31,6.97,,343.6571902,4,231,4.729122014,69.7153508,55,83,12.35583533,343.6571902,0.013667336,5.83964462,5,1.18872,40.86,-72.497,4
776,Shinnecock,2016-08-18,2016,,133,13,40.86,-72.498,25.6,30.85,7.85,,201.9075128,6,231,7.6309712,64.60838454,50,87,16.46106517,201.9075128,0.037097682,5.307809735,8,1.3716,40.861,-72.496,3
777,Shinnecock,2016-08-18,2016,,134,12,40.861,-72.494,21.7,31.5,6.11,,418.2878032,0,231,0,,,,,418.2878032,0,6.03616972,0,1.78308,40.864,-72.491,0
778,Shinnecock,2016-08-18,2016,,135,25,40.861,-72.491,21.5,31.4,5.91,,343.6561705,1,231,1.534401164,50,50,50,,343.6561705,0.004454993,5.839641653,2,1.87452,40.864,-72.49,0
779,Shinnecock,2016-08-18,2016,,136,27,40.865,-72.489,21.6,31.35,5.58,,278.8532757,0,231,0,,,,,278.8532757,0,5.63068575,0,1.96596,40.867,-72.487,0
780,Shinnecock,2016-08-18,2016,,137,29,40.866,-72.486,21,31.51,5.59,,343.6548959,0,231,0,,,,,343.6548959,0,5.839637944,0,1.905,40.869,-72.485,0
781,Shinnecock,2016-08-18,2016,,138,33,40.87,-72.486,21.2,31.37,5.21,,452.1336603,0,231,0,,,,,452.1336603,0,6.113977845,0,1.92024,40.874,-72.485,0
782,Shinnecock,2016-08-18,2016,,139,3,40.873,-72.489,26.8,30.31,11.1,,333.1542746,2,231,2.642529088,59.62782897,55,65,7.071067812,333.1542746,0.007900556,5.80860567,3,0.97536,40.87,-72.489,2
783,Shinnecock,2016-08-18,2016,,140,5,40.869,-72.49,27.3,29.71,9.41,,343.6541311,5,231,5.907967229,69.53650589,53,84,11.60603291,343.6541311,0.017045505,5.839635719,6,0.96012,40.872,-72.489,3
784,Shinnecock,2016-08-25,2016,,141,21,40.854,-72.495,21.7,31.26,7.62,,373.4028671,1,238,1.579981685,48,48,48,,373.4028671,0.004222379,5.92265791,2,1.6002,40.857,-72.497,1
785,Shinnecock,2016-08-25,2016,,142,16,40.86,-72.494,21.9,31.24,8.01,,373.3995865,0,238,0,,,,,373.3995865,0,5.922649124,0,1.8288,40.857,-72.496,0
786,Shinnecock,2016-08-25,2016,,143,18,40.855,-72.498,21.6,31.33,7.16,,475.1367945,0,238,0,,,,,475.1367945,0,6.163602751,0,1.78308,40.859,-72.496,0
787,Shinnecock,2016-08-25,2016,,144,17,40.855,-72.5,22.2,31.32,9.09,,373.4017736,1,238,1.207315414,66,66,66,,373.4017736,0.003228072,5.922654981,1,1.38684,40.858,-72.498,1
788,Shinnecock,2016-08-25,2016,,145,26,40.862,-72.489,22.1,31.19,7.48,,475.1309999,0,238,0,,,,,475.1309999,0,6.163590555,0,2.19456,40.866,-72.487,0
789,Shinnecock,2016-08-25,2016,,146,27,40.864,-72.49,22.3,31.13,7.54,,557.7065512,0,238,0,,,,,557.7065512,0,6.32383293,0,2.286,40.868,-72.486,0
790,Shinnecock,2016-08-25,2016,,147,28,40.866,-72.489,22.2,31.18,7.95,,475.1276886,0,238,0,,,,,475.1276886,0,6.163583586,0,2.37744,40.87,-72.487,0
791,Shinnecock,2016-08-25,2016,,148,33,40.87,-72.485,22.5,31.04,7.21,,333.1542746,0,238,0,,,,,333.1542746,0,5.80860567,0,2.45364,40.873,-72.485,0
792,Shinnecock,2016-08-25,2016,,149,34,40.871,-72.487,22.9,30.89,7.35,,475.1235493,0,238,0,,,,,475.1235493,0,6.163574874,0,2.48412,40.875,-72.485,0
793,Shinnecock,2016-08-25,2016,,150,1,40.872,-72.49,24.2,30.68,9.4,,333.1543905,0,238,0,,,,,333.1543905,0,5.808606018,0,1.09728,40.875,-72.49,0
794,Shinnecock,2016-08-31,2016,,151,5,41.868,-72.491,23.3,31.3,8.41,,343.3987413,0,244,0,,,,,343.3987413,0,5.838892283,0,0.96012,41.871,-72.49,0
795,Shinnecock,2016-08-31,2016,,152,6,41.882,-72.492,23.3,31.28,7.5,,1446.305509,0,244,0,,,,,1446.305509,0,7.276767659,0,0.79248,41.869,-72.491,0
796,Shinnecock,2016-08-31,2016,,153,17,41.855,-72.5,22.8,31.44,7.03,,343.4020732,0,244,0,,,,,343.4020732,0,5.838901986,0,2.34864,41.858,-72.499,0
797,Shinnecock,2016-08-31,2016,,154,23,41.857,-72.494,22.2,31.43,6.38,,416.0310917,0,244,0,,,,,416.0310917,0,6.030759997,0,2.31648,41.86,-72.491,0
798,Shinnecock,2016-08-31,2016,,155,14,41.859,-72.496,23.2,31.32,6.36,,418.2968196,0,244,0,,,,,418.2968196,0,6.036191275,0,1.12776,41.862,-72.345,0
799,Shinnecock,2016-08-31,2016,,156,9,41.862,-72.493,23.5,31.25,8.07,,372.2962441,0,244,0,,,,,372.2962441,0,5.919689892,0,1.61544,41.865,-72.491,0
800,Shinnecock,2016-08-31,2016,,157,29,41.866,-72.485,24.2,30.81,6.81,,343.3992539,0,244,0,,,,,343.3992539,0,5.838893776,0,4.893,41.869,-72.486,0
801,Shinnecock,2016-08-31,2016,,158,1,41.872,-72.489,25.3,30.91,8.9,,237.5617747,1,244,1.056242824,82,82,82,,237.5617747,0.004436327,5.470427693,1,1.09728,41.892,-72.489,1
802,Shinnecock,2016-08-31,2016,,159,33,41.87,-72.485,22.9,31.4,6.7,,333.212367,0,244,0,,,,,333.212367,0,5.808780026,0,1.95072,41.873,-72.485,0
803,Shinnecock,2016-08-31,2016,,160,34,41.872,-72.485,23.1,31.36,7.07,,372.2852242,0,244,0,,,,,372.2852242,0,5.919660292,0,1.95072,41.875,-72.487,0
804,Shinnecock,2017-06-02,2017,,161,34,40.874,-72.486,16.2,29.1,8.94,,343.6536213,17,153,27.21040757,41.27706336,23,54,6.333771915,343.6536213,0.076201261,5.839634235,27,2.1336,40.871,-72.485,6
805,Shinnecock,2017-06-02,2017,,162,29,40.868,-72.485,17.4,28.2,9.3,,373.3908379,1,153,1.760357288,39,39,39,,373.3908379,0.004703438,5.922625694,2,2.04216,40.865,-72.487,0
806,Shinnecock,2017-06-02,2017,,163,28S,40.865,-72.488,16,29.5,9.23,,373.3941187,10,153,14.49945795,35.00009589,27,40,4.549332761,373.3941187,0.038096535,5.92263448,14,2.16408,40.862,-72.49,5
807,Shinnecock,2017-06-02,2017,,164,25,40.862,-72.489,17.5,27.9,9.71,,403.8129181,11,153,19.57128467,36.98078869,27,43,5.381787469,403.8129181,0.047328351,6.000951697,20,2.01168,40.86,-72.493,0
808,Shinnecock,2017-06-02,2017,,165,20,40.855,-72.497,16.3,29,10.65,,343.6571902,1,153,1.858356313,32,32,32,,343.6571902,0.005393019,5.83964462,2,2.10312,,,0
809,Shinnecock,2017-06-02,2017,,166,17,40.857,-72.499,17,28.5,11.04,,278.8652978,0,153,0,,,,,278.8652978,0,5.630728862,0,1.15824,40.859,-72.497,0
810,Shinnecock,2017-06-02,2017,,167,15,40.859,-72.497,16.9,28.8,11.36,,278.8622924,0,153,0,,,,,278.8622924,0,5.630718084,0,1.524,40.861,-72.495,0
811,Shinnecock,2017-06-02,2017,,168,16,40.859,-72.494,17.3,28.6,10.21,,511.1693774,0,153,0,,,,,511.1693774,0,6.236700998,0,2.34696,40.863,-72.491,0
812,Shinnecock,2017-06-02,2017,,169,12,40.862,-72.494,17.5,28.4,10.89,,474.0446035,1,153,1.760357288,39,39,39,,474.0446035,0.003706607,6.161301418,2,2.40792,40.865,-72.49,0
813,Shinnecock,2017-06-02,2017,,170,9,40.864,-72.492,17.9,28.2,10.55,,418.2810406,4,153,6.732356535,42.87995574,38,47,3.741657387,418.2810406,0.015967139,6.036153552,7,2.49936,40.867,-72.489,0
814,Shinnecock,2017-06-02,2017,,171,6,40.867,-72.491,18.2,28.4,10.44,,511.1548554,3,153,5.136877291,41.65671515,41,43,1.154700538,511.1548554,0.009999391,6.236672588,5,1.92024,40.871,-72.488,0
815,Shinnecock,2017-06-02,2017,,172,1,40.873,-72.49,17.4,29.1,11.21,,343.6538762,2,153,3.49867791,39.43844641,37,42,3.535533906,343.6538762,0.010129344,5.839634977,3,2.286,40.87,-72.489,0
816,Shinnecock,2017-06-09,2017,,173,19,40.853,-72.499,16,31.7,7.7,,1224.89645,5,160,5.728970272,53.61799924,43,65,11.16542282,1224.89645,0.004666202,7.110611589,6,1.2192,40.845,-72.509,4
817,Shinnecock,2017-06-09,2017,,174,20,40.854,-72.496,15.8,31.5,8.4,,777.3580812,0,160,0,,,,,777.3580812,0,6.655901095,0,1.64592,40.861,-72.496,0
818,Shinnecock,2017-06-09,2017,,175,16,40.859,-72.495,15.8,31.7,7.5,,0,14,160,24.275851,37.22564293,28,55,10.81030237,0,Inf,#NAME?,24,2.52984,40.859,-72.495,14
819,Shinnecock,2017-06-09,2017,,176,13,40.859,-72.495,16.1,31.6,8.5,,0,1,160,1.511344179,51,51,51,,0,Inf,#NAME?,2,1.43256,40.859,-72.495,1
820,Shinnecock,2017-06-09,2017,,177,9,40.864,-72.491,16,31.5,7.8,,336.6033733,6,160,10.48853438,35.97085744,28,53,11.92336642,336.6033733,0.030684305,5.818905303,10,2.19456,40.862,-72.494,6
821,Shinnecock,2017-06-09,2017,,178,6,40.868,-72.49,16.5,31.4,9.8,,403.779198,3,160,5.05518325,42.41647123,36,47,5.859465277,403.779198,0.012441949,6.000868189,5,2.5908,40.87,-72.486,3
822,Shinnecock,2017-06-09,2017,,179,33,40.872,-72.486,15.5,31.9,7.6,,201.8843298,31,160,51.08767964,42.13013243,27,66,10.98689346,201.8843298,0.225583939,5.307694909,51,2.52984,40.871,-72.488,31
823,Shinnecock,2017-06-09,2017,,180,1,40.872,-72.489,17.2,30.7,10.1,,237.5626025,0,160,0,,,,,237.5626025,0,5.470431178,0,2.49936,40.87,-72.488,0
824,Shinnecock,2017-06-09,2017,,181,27,40.866,-72.488,16.2,31.4,8.39,,336.5920407,7,160,12.33248401,35.0462049,25,53,11.83819484,336.5920407,0.035984002,5.818871635,12,2.40792,40.868,-72.485,7
825,Shinnecock,2017-06-09,2017,,182,25,40.862,-72.491,16.4,31.4,8.5,,474.0446035,13,160,23.71024096,32.00885546,24,54,8.975750808,474.0446035,0.048806258,6.161301418,24,2.34696,40.865,-72.487,13
826,Shinnecock,2017-06-14,2017,,183,21,40.854,-72.496,14.6,33.1,9.2,,237.5692251,72,165,132.225271,30.63856249,25,50,4.937639283,237.5692251,0.44248838,5.470459055,132,2.40792,40.856,-72.495,13
827,Shinnecock,2017-06-14,2017,,184,17,40.856,-72.5,19.1,32.2,8,,237.5683973,6,165,7.780584708,52.53564892,33,126,37.96972478,237.5683973,0.032226043,5.470455571,8,1.40208,40.858,-72.499,0
828,Shinnecock,2017-06-14,2017,,185,23,40.857,-72.494,14.4,32.1,9.3,,278.8652978,3,165,5.390387856,36.65390713,35,38,1.527525232,278.8652978,0.019145273,5.630728862,5,2.5908,40.859,-72.492,0
829,Shinnecock,2017-06-14,2017,,186,11,40.861,-72.496,20.7,30.9,8.7,,278.8592869,0,165,0,,,,,278.8592869,0,5.630707306,0,1.43256,40.863,-72.494,0
830,Shinnecock,2017-06-14,2017,,187,28S,40.862,-72.489,17.4,32.9,7,,343.6559156,5,165,9.005774302,32.24222111,26,55,12.21883792,343.6559156,0.0258683,5.839640912,9,2.77368,40.865,-72.488,0
831,Shinnecock,2017-06-14,2017,,188,27,40.864,-72.488,16.1,33.3,8,,333.1537531,11,165,20.4766472,30.98031145,24,38,4.548726095,333.1537531,0.059648196,5.808604104,20,2.68224,40.861,-72.488,0
832,Shinnecock,2017-06-14,2017,,189,28N,40.866,-72.489,16.6,32.8,8.2,,452.1349448,5,165,8.173774865,42.25783307,29,60,13.06522101,452.1349448,0.017916708,6.113980686,8,2.80416,40.862,-72.488,2
833,Shinnecock,2017-06-14,2017,,190,30,40.852,-72.488,16.3,33.1,8.6,,222.1021351,2,165,3.768227979,29.49874395,29,30,0.707106781,222.1021351,0.016823876,5.403137344,4,2.65176,40.854,-72.488,0
834,Shinnecock,2017-06-14,2017,,191,5,40.851,-72.491,18.4,32.7,8.4,,343.6587197,1,165,1.834357323,34,34,34,,343.6587197,0.005323534,5.839649071,2,0.82296,40.854,-72.49,0
835,Shinnecock,2017-06-14,2017,,192,33,40.87,-72.487,16.1,33,8.4,,373.3853697,22,165,33.3391274,46.70660969,22,72,16.39956973,373.3853697,0.085524996,5.922611049,33,2.5908,40.873,-72.485,5
836,Shinnecock,2017-06-22,2017,,193,1,40.874,-72.49,21.5,30.2,7.4,,222.1029077,7,173,11.54228757,42.53409939,34,59,10.60996836,222.1029077,0.050662882,5.403140823,12,1.09728,40.872,-72.49,4
837,Shinnecock,2017-06-22,2017,,194,34,40.874,-72.486,17.4,33,7.7,,222.1029077,42,173,67.13646902,44.25217229,32,70,13.54523115,222.1029077,0.264113816,5.403140823,67,1.92024,40.872,-72.486,4
838,Shinnecock,2017-06-22,2017,,195,33,40.872,-72.485,15.6,32.9,8.2,,343.6541311,34,173,50.55263531,49.61468109,31,81,15.16413467,343.6541311,0.137239841,5.839635719,51,2.01168,40.869,-72.486,2
839,Shinnecock,2017-06-22,2017,,196,30,40.871,-72.488,15.7,32.7,8,,333.1541587,58,173,89.28275777,47.0085697,23,82,15.44861514,333.1541587,0.237434804,5.808605322,89,1.95072,40.868,-72.488,0
840,Shinnecock,2017-06-22,2017,,197,27,40.867,-72.487,15.3,32.8,7.9,,343.6554058,22,173,33.27445287,41.12872362,30,74,13.51762981,343.6554058,0.092419691,5.839639428,33,1.70688,40.864,-72.488,0
841,Shinnecock,2017-06-22,2017,,198,10,40.866,-72.489,15.1,32.9,8.8,,475.1309999,8,173,14.24978135,36.75454121,28,46,5.707138387,475.1309999,0.029550325,6.163590555,14,1.70688,40.862,-72.491,0
842,Shinnecock,2017-06-22,2017,,199,22,40.858,-72.495,14.9,32.9,8.7,,343.6577,31,173,49.21022144,45.19852705,32,77,13.78568683,343.6577,0.133827374,5.839646104,49,1.61544,40.855,-72.496,0
843,Shinnecock,2017-06-22,2017,,200,21,40.853,-72.496,20.3,30.9,7.8,,343.6582099,22,173,36.93082565,41.71606513,31,70,9.193918562,343.6582099,0.102072559,5.839647587,37,1.55448,40.856,-72.495,0
844,Shinnecock,2017-06-22,2017,,201,20,40.853,-72.498,21.3,30.6,7.7,,373.4039606,1,173,1.706267717,42,42,42,,373.4039606,0.004559087,5.922660838,2,1.6764,40.856,-72.496,0
845,Shinnecock,2017-06-22,2017,,202,19,40.854,-72.5,22,30.9,9.5,,111.0510965,11,173,18.62015273,40.9100304,32,60,8.844104354,111.0510965,0.155011971,4.709990424,19,1.18872,40.855,-72.5,0
846,Shinnecock,2017-06-28,2017,,203,12,40.861,-72.492,19.4,31.8,7.7,,333.1537531,5,179,6.841444394,57.80705859,46,81,13.24009063,333.1537531,0.020327388,5.808604104,7,1.46304,40.864,-72.492,3
847,Shinnecock,2017-06-28,2017,,204,7,40.865,-72.494,21.9,30.6,8.2,,278.8532757,16,179,25.55442152,45.66760504,35,61,9.082721692,278.8532757,0.087682162,5.63068575,26,0.9144,40.867,-72.492,2
848,Shinnecock,2017-06-28,2017,,205,6,40.866,-72.491,21.8,30.3,7.9,,237.5642582,6,179,9.29648979,47.97777867,38,60,9.402127419,237.5642582,0.038386257,5.470438148,9,1.2192,40.868,-72.49,0
849,Shinnecock,2017-06-28,2017,,206,3,40.87,-72.49,21.5,30.6,9.3,,343.6538762,20,179,26.96471664,58.24756448,46,78,9.789898123,343.6538762,0.075538505,5.839634977,27,1.64592,40.873,-72.489,5
850,Shinnecock,2017-06-28,2017,,207,1,40.875,-72.49,22.6,30.1,7.9,,333.1543905,2,179,2.898832678,53.03508053,46,62,11.3137085,333.1543905,0.008663532,5.808606018,3,1.18872,40.872,-72.49,0
851,Shinnecock,2017-06-28,2017,,208,34,40.874,-72.486,18.8,31.8,8.1,,343.6536213,18,179,22.72550533,63.92422734,43,86,14.07879321,343.6536213,0.064034427,5.839634235,23,2.95656,40.871,-72.485,0
852,Shinnecock,2017-06-28,2017,,209,25,40.864,-72.49,18.1,32.1,8.2,,452.1352659,9,179,12.99336851,53.2653987,39,80,15.15567367,452.1352659,0.028332605,6.113981396,13,2.80416,40.86,-72.491,0
853,Shinnecock,2017-06-28,2017,,210,22,40.855,-72.496,19.3,31.7,9,,343.6577,3,179,3.289051352,44.94866982,43,47,2.828427125,343.6577,0.00952521,5.839646104,3,2.56032,40.858,-72.495,0
854,Shinnecock,2017-06-28,2017,,211,16,40.857,-72.496,17.5,32.1,8.7,,418.2968196,3,179,4.455790602,51.41908506,46,66,11.54700538,418.2968196,0.010595887,6.036191275,4,2.5908,40.86,-72.493,0
855,Shinnecock,2017-06-28,2017,,212,24,40.858,-72.493,17.4,32.2,8.7,,373.398493,4,179,6.089455588,49.01889055,36,75,16.70329309,373.398493,0.016176645,5.922646195,6,2.65176,40.861,-72.491,0
856,Shinnecock,2017-07-05,2017,,213,31,40.867,-72.489,19.8,32.2,7.4,,418.2742778,8,186,11.70846401,52.61426934,43,80,13.33095217,418.2742778,0.027607688,6.036137384,12,1.9812,40.87,-72.486,3
857,Shinnecock,2017-07-05,2017,,214,29,40.868,-72.486,23.7,30.3,7.8,,418.2787863,13,186,18.73289246,53.64918385,33,91,16.58080447,418.2787863,0.043811757,6.036148163,19,1.9812,40.865,-72.489,4
